,Date,P/E,P/B,Div Yield,Nifty,Earnings,Book Value,Dividend,D/E,E/B,50- TPE,Earning growth,DIV GROWTH,,,,,,,,,,,,
400,8/1/2000,20.58,4.29,1.19,1326.85,64.47,309.29,11.15,17.29%,20.85%,22.77,0.12,0.02,,,,,,,,,,,,
401,8/2/2000,20.66,4.31,1.18,1331.9,64.47,309.03,11.29,17.51%,20.86%,22.68,0.1,0,,,,,,,,,,,,
402,8/3/2000,20.49,4.27,1.19,1321.25,64.48,309.43,11.1,17.22%,20.84%,22.56,0.08,-0.02,,,,,,,,,,,,
403,8/4/2000,20.45,4.27,1.19,1318.55,64.48,308.79,11.08,17.18%,20.88%,22.43,0.07,-0.03,,,,,,,,,,,,
404,8/7/2000,20.33,4.24,1.2,1310.8,64.48,309.15,10.92,16.94%,20.86%,22.29,0.05,-0.04,,,,,,,,,,,,
405,8/8/2000,20.87,4.35,1.17,1345.6,64.48,309.33,11.5,17.84%,20.84%,22.19,0.03,-0.05,,,,,,,,,,,,
406,8/9/2000,20.86,4.35,1.18,1344.95,64.48,309.18,11.4,17.68%,20.85%,22.08,0,-0.06,,,,,,,,,,,,
407,8/10/2000,20.09,4.22,1.2,1328,66.1,314.69,11.07,16.74%,21.01%,21.99,0.01,-0.07,,,,,,,,,,,,
408,8/11/2000,19.74,4.15,1.21,1310.75,66.4,315.84,10.83,16.31%,21.02%,21.91,0.02,-0.08,,,,,,,,,,,,
409,8/14/2000,19.85,4.18,1.18,1317.9,66.39,315.29,11.17,16.82%,21.06%,21.82,0.02,-0.09,,,,,,,,,,,,
410,8/16/2000,20.35,4.28,1.16,1351.45,66.41,315.76,11.65,17.54%,21.03%,21.75,0.03,-0.1,,,,,,,,,,,,
411,8/17/2000,20.2,4.25,1.17,1341.4,66.41,315.62,11.46,17.26%,21.04%,21.66,0.03,-0.1,,,,,,,,,,,,
412,8/18/2000,20.45,4.3,1.16,1358.05,66.41,315.83,11.71,17.63%,21.03%,21.59,0.04,-0.11,,,,,,,,,,,,
413,8/21/2000,20.62,4.34,1.15,1370.25,66.45,315.73,11.92,17.93%,21.05%,21.51,0.04,-0.1,,,,,,,,,,,,
414,8/22/2000,20.78,4.37,1.14,1381.2,66.47,316.06,12.12,18.23%,21.03%,21.43,0.04,-0.1,,,,,,,,,,,,
415,8/23/2000,20.87,4.39,1.13,1386.05,66.41,315.73,12.27,18.47%,21.03%,21.35,0.05,-0.09,,,,,,,,,,,,
416,8/24/2000,20.89,4.4,1.13,1386.95,66.39,315.22,12.27,18.49%,21.06%,21.28,0.05,-0.08,,,,,,,,,,,,
417,8/25/2000,20.8,4.38,1.14,1381.25,66.41,315.35,12.12,18.25%,21.06%,21.2,0.06,-0.07,,,,,,,,,,,,
418,8/28/2000,20.63,4.34,1.06,1369.85,66.4,315.63,12.92,19.46%,21.04%,21.12,0.06,-0.06,,,,,,,,,,,,
419,8/29/2000,20.58,4.33,1.06,1367.7,66.46,315.87,12.9,19.42%,21.04%,21.04,0.07,-0.04,,,,,,,,,,,,
420,8/30/2000,20.7,4.36,1.08,1375.95,66.47,315.58,12.74,19.17%,21.06%,20.96,0.07,-0.03,,,,,,,,,,,,
421,8/31/2000,20.97,4.42,1.06,1394.1,66.48,315.41,13.15,19.78%,21.08%,20.88,0.07,-0.01,,,,,,,,,,,,
422,9/4/2000,21.69,4.66,1.04,1427.75,65.83,306.38,13.73,20.86%,21.48%,20.84,0.07,0.01,,,,,,,,,,,,
423,9/5/2000,21.7,4.66,1.04,1428.25,65.82,306.49,13.73,20.87%,21.47%,20.8,0.07,0.03,,,,,,,,,,,,
424,9/6/2000,21.81,4.69,1.12,1435.35,65.81,306.04,12.82,19.47%,21.50%,20.78,0.07,0.04,,,,,,,,,,,,
425,9/7/2000,21.88,4.7,1.11,1439.75,65.8,306.33,12.97,19.71%,21.48%,20.78,0.07,0.05,,,,,,,,,,,,
426,9/8/2000,22.03,4.73,1.11,1450.05,65.82,306.56,13.06,19.85%,21.47%,20.78,0.07,0.07,,,,,,,,,,,,
427,9/11/2000,22.13,4.75,1.1,1456.35,65.81,306.6,13.24,20.12%,21.46%,20.8,0.07,0.07,,,,,,,,,,,,
428,9/12/2000,22.3,4.79,1.09,1467.65,65.81,306.4,13.46,20.46%,21.48%,20.85,0.06,0.08,,,,,,,,,,,,
429,9/13/2000,22.13,4.75,1.1,1456.15,65.8,306.56,13.24,20.12%,21.46%,20.89,0.06,0.08,,,,,,,,,,,,
430,9/14/2000,21.96,4.72,1.11,1445.3,65.82,306.21,13.02,19.78%,21.49%,20.93,0.05,0.08,,,,,,,,,,,,
431,9/15/2000,21.53,4.63,1.13,1417.2,65.82,306.09,12.54,19.05%,21.50%,20.95,0.05,0.08,,,,,,,,,,,,
432,9/18/2000,20.58,4.42,1.18,1354.35,65.81,306.41,11.48,17.44%,21.48%,20.95,0.04,0.07,,,,,,,,,,,,
433,9/19/2000,20.01,4.3,1.22,1317,65.82,306.28,10.8,16.40%,21.49%,20.93,0.03,0.06,,,,,,,,,,,,
434,9/20/2000,20.4,4.38,1.2,1342.9,65.83,306.6,11.19,17.00%,21.47%,20.92,0.03,0.05,,,,,,,,,,,,
435,9/21/2000,20.21,4.34,1.21,1329.85,65.8,306.42,10.99,16.70%,21.47%,20.91,0.02,0.04,,,,,,,,,,,,
436,9/22/2000,19.24,4.13,1.27,1266.45,65.82,306.65,9.97,15.15%,21.47%,20.87,0.01,0.03,,,,,,,,,,,,
437,9/25/2000,19.64,4.22,1.24,1292.55,65.81,306.29,10.42,15.84%,21.49%,20.85,0,0.01,,,,,,,,,,,,
438,9/26/2000,19.26,4.14,1.26,1267.9,65.83,306.26,10.06,15.29%,21.50%,20.82,-0.01,-0.01,,,,,,,,,,,,
439,9/27/2000,19.64,4.22,1.24,1292.55,65.81,306.29,10.42,15.84%,21.49%,20.78,-0.02,-0.02,,,,,,,,,,,,
440,9/28/2000,19.24,4.13,1.26,1266.4,65.82,306.63,10.05,15.27%,21.47%,20.73,-0.02,-0.03,,,,,,,,,,,,
441,9/29/2000,19.32,4.15,1.26,1271.65,65.82,306.42,10.09,15.33%,21.48%,20.71,-0.03,-0.04,,,,,,,,,,,,
442,10/3/2000,19.48,4.19,1.25,1282,65.81,305.97,10.26,15.58%,21.51%,20.7,-0.03,-0.06,,,,,,,,,,,,
443,10/4/2000,19.72,4.24,1.23,1297.8,65.81,306.08,10.55,16.03%,21.50%,20.7,-0.02,-0.07,,,,,,,,,,,,
444,10/5/2000,19.52,4.19,1.25,1284.75,65.82,306.62,10.28,15.62%,21.47%,20.67,-0.02,-0.08,,,,,,,,,,,,
445,10/6/2000,19.52,4.2,1.25,1285,65.83,305.95,10.28,15.62%,21.52%,20.65,-0.02,-0.09,,,,,,,,,,,,
446,10/9/2000,19.26,4.14,1.26,1267.3,65.8,306.11,10.06,15.29%,21.50%,20.62,-0.02,-0.1,,,,,,,,,,,,
447,10/10/2000,18.83,4.04,1.29,1238.95,65.8,306.67,9.6,14.60%,21.46%,20.57,-0.02,-0.11,,,,,,,,,,,,
448,10/11/2000,18.26,3.92,1.33,1201.9,65.82,306.61,9.04,13.73%,21.47%,20.49,-0.02,-0.12,,,,,,,,,,,,
449,10/12/2000,18.33,3.94,1.33,1206.25,65.81,306.15,9.07,13.78%,21.49%,20.42,-0.02,-0.13,,,,,,,,,,,,
450,10/13/2000,18.01,3.83,1.36,1176.75,65.34,307.25,8.65,13.24%,21.27%,20.33,-0.02,-0.14,,,,,,,,,,,,
451,10/16/2000,17.78,3.83,1.36,1175.45,66.11,306.91,8.64,13.07%,21.54%,20.24,-0.01,-0.15,,,,,,,,,,,,
452,10/17/2000,17.51,3.77,1.38,1158.05,66.14,307.18,8.39,12.69%,21.53%,20.15,-0.01,-0.16,,,,,,,,,,,,
453,10/18/2000,17.18,3.7,1.41,1136,66.12,307.03,8.06,12.18%,21.54%,20.05,0,-0.17,,,,,,,,,,,,
454,10/19/2000,17.64,3.8,1.37,1166.15,66.11,306.88,8.51,12.88%,21.54%,19.96,0,-0.17,,,,,,,,,,,,
455,10/20/2000,17.72,3.82,1.37,1172,66.14,306.81,8.55,12.93%,21.56%,19.87,0.01,-0.17,,,,,,,,,,,,
456,10/23/2000,17.3,3.73,1.4,1143.95,66.12,306.69,8.17,12.36%,21.56%,19.74,0.01,-0.17,,,,,,,,,,,,
457,10/24/2000,17.43,3.75,1.39,1152.45,66.12,307.32,8.29,12.54%,21.51%,19.61,0.01,-0.16,,,,,,,,,,,,
458,10/25/2000,17.9,3.86,1.36,1183.9,66.14,306.71,8.71,13.16%,21.56%,19.5,0.01,-0.16,,,,,,,,,,,,
459,10/26/2000,17.94,3.86,1.36,1186.3,66.13,307.33,8.72,13.19%,21.52%,19.38,0.01,-0.15,,,,,,,,,,,,
460,10/27/2000,17.83,3.84,1.36,1178.7,66.11,306.95,8.67,13.11%,21.54%,19.26,0.01,-0.15,,,,,,,,,,,,
461,10/30/2000,17.65,3.8,1.37,1167.15,66.13,307.14,8.52,12.88%,21.53%,19.13,0.01,-0.14,,,,,,,,,,,,
462,10/31/2000,17.74,3.82,1.37,1172.75,66.11,307,8.56,12.95%,21.53%,18.99,0.01,-0.13,,,,,,,,,,,,
463,11/1/2000,18.16,3.91,1.34,1200.8,66.12,307.11,8.96,13.55%,21.53%,18.87,0.01,-0.11,,,,,,,,,,,,
