,Date,Price/Earnings,Price/Bookvalue,Dividend Yield,Sensex,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield,50d TPE,50-d std,,,1/Div yield
1,1/2/1991,16.93,2.57,1.61,999.26,-,-,16.93,2.57,1.61,,,,,0.621118012
2,1/3/1991,16.65,2.53,1.64,982.35,-,-,16.65,2.53,1.64,,,,,0.609756098
3,1/7/1991,17,2.58,1.61,1010.77,-,-,17,2.58,1.61,,,,,0.621118012
4,1/9/1991,16.96,2.58,1.61,1008.52,-,-,16.96,2.58,1.61,,,,,0.621118012
5,1/11/1991,17.4,2.64,1.57,1034.3,-,-,17.4,2.64,1.57,,,,,0.636942675
6,1/14/1991,17.12,2.6,1.6,1017.72,-,-,17.12,2.6,1.6,,,,,0.625
7,1/23/1991,16.84,2.56,1.62,1001.38,-,-,16.84,2.56,1.62,,,,,0.617283951
8,1/24/1991,16.34,2.48,1.67,971.8,-,-,16.34,2.48,1.67,,,,,0.598802395
9,1/25/1991,16.09,2.44,1.7,956.11,-,-,16.09,2.44,1.7,,,,,0.588235294
10,1/31/1991,16.53,2.51,1.65,982.32,-,-,16.53,2.51,1.65,,,,,0.606060606
11,2/1/1991,17.2,2.61,1.59,1021.95,-,-,17.2,2.61,1.59,,,,,0.628930818
12,2/4/1991,17.71,2.69,1.54,1052.04,-,-,17.71,2.69,1.54,,,,,0.649350649
13,2/5/1991,18.01,2.73,1.52,1070.29,-,-,18.01,2.73,1.52,,,,,0.657894737
14,2/6/1991,17.87,2.71,1.53,1061.87,-,-,17.87,2.71,1.53,,,,,0.653594771
15,2/7/1991,17.48,2.65,1.56,1039.45,-,-,17.48,2.65,1.56,,,,,0.641025641
16,2/8/1991,17.34,2.63,1.58,1030.23,-,-,17.34,2.63,1.58,,,,,0.632911392
17,2/11/1991,17.05,2.59,1.6,1013.5,-,-,17.05,2.59,1.6,,,,,0.625
18,2/13/1991,16.91,2.57,1.62,1004.94,-,-,16.91,2.57,1.62,,,,,0.617283951
19,2/14/1991,17.24,2.62,1.59,1024.23,-,-,17.24,2.62,1.59,,,,,0.628930818
20,2/15/1991,17.5,2.66,1.56,1039.6,-,-,17.5,2.66,1.56,,,,,0.641025641
21,2/19/1991,19.37,2.94,1.41,1149.89,-,-,19.37,2.94,1.41,,,,,0.709219858
22,2/20/1991,18.95,2.93,1.42,1148.33,-,-,18.95,2.93,1.42,17.295,,,,0.704225352
23,2/21/1991,19.21,2.95,1.41,1153.29,-,-,19.21,2.95,1.41,17.39863636,,,,0.709219858
24,2/22/1991,19.64,3.01,1.38,1179.33,-,-,19.64,3.01,1.38,17.53454545,,,,0.724637681
25,2/25/1991,19.62,2.62,1.58,1177.87,-,-,19.62,2.62,1.58,17.65363636,,,,0.632911392
26,2/26/1991,20.08,3.08,1.35,1205.2,-,-,20.08,3.08,1.35,17.79545455,,,,0.740740741
27,2/27/1991,20.35,3.12,1.33,1221.55,-,-,20.35,3.12,1.33,17.92954545,,,,0.751879699
28,2/28/1991,20.33,3.12,1.33,1220.41,-,-,20.33,3.12,1.33,18.07545455,,,,0.751879699
29,3/4/1991,20.42,3.13,1.33,1225.44,-,-,20.42,3.13,1.33,18.23818182,,,,0.751879699
30,3/5/1991,20.76,3.18,1.3,1245.93,-,-,20.76,3.18,1.3,18.43909091,,,,0.769230769
31,3/7/1991,19.18,2.94,1.41,1151.05,-,-,19.18,2.94,1.41,18.57954545,,,,0.709219858
32,3/8/1991,19.85,3.04,1.36,1191.05,-,-,19.85,3.04,1.36,18.73045455,,,,0.735294118
33,3/11/1991,19.58,3,1.38,1174.72,-,-,19.58,3,1.38,18.83863636,,,,0.724637681
34,3/12/1991,19.43,2.98,1.39,1165.9,-,-,19.43,2.98,1.39,18.91681818,,,,0.71942446
35,3/13/1991,19.33,2.96,1.4,1160.08,-,-,19.33,2.96,1.4,18.97681818,,,,0.714285714
36,3/14/1991,19.94,3.06,1.36,1196.48,-,-,19.94,3.06,1.36,19.07090909,,,,0.735294118
37,3/15/1991,20.11,3.08,1.35,1206.75,-,-,20.11,3.08,1.35,19.19045455,,,,0.740740741
38,3/18/1991,19.52,2.99,1.39,1171.08,-,-,19.52,2.99,1.39,19.28954545,,,,0.71942446
39,3/20/1991,19.53,2.99,1.39,1171.92,-,-,19.53,2.99,1.39,19.40227273,,,,0.71942446
40,3/21/1991,19.42,2.98,1.39,1165.2,-,-,19.42,2.98,1.39,19.51636364,,,,0.71942446
41,3/22/1991,19.53,2.99,1.39,1171.59,-,-,19.53,2.99,1.39,19.62045455,,,,0.71942446
42,3/25/1991,19.26,2.95,1.41,1155.46,-,-,19.26,2.95,1.41,19.70045455,,,,0.709219858
43,3/26/1991,19.51,2.99,1.39,1170.59,-,-,19.51,2.99,1.39,19.70681818,,,,0.71942446
44,3/27/1991,19.47,2.98,1.39,1167.97,-,-,19.47,2.98,1.39,19.73045455,,,,0.71942446
45,4/1/1991,20.05,3.05,1.36,1193.61,-,-,20.05,3.05,1.36,19.76863636,,,,0.735294118
46,4/2/1991,20.31,3.11,1.33,1209.23,-,-,20.31,3.11,1.33,19.79909091,,,,0.751879699
47,4/3/1991,20.2,3.08,1.37,1202.9,-,-,20.2,3.08,1.37,19.82545455,,,,0.729927007
48,4/4/1991,20.11,3.07,1.38,1197.12,-,-,20.11,3.07,1.38,19.82681818,,,,0.724637681
49,4/5/1991,20.46,3.12,1.35,1218.12,-,-,20.46,3.12,1.35,19.83181818,,,,0.740740741
50,4/8/1991,20.81,3.18,1.33,1238.7,-,-,20.81,3.18,1.33,19.85363636,,,,0.751879699
51,4/9/1991,20.83,3.19,1.33,1240.53,-,-,20.83,3.19,1.33,19.87227273,,,,0.751879699
52,4/11/1991,21.15,3.24,1.31,1259.28,-,-,21.15,3.24,1.31,19.89,,,,0.763358779
53,4/12/1991,21.63,3.31,1.28,1288.02,-,-,21.63,3.31,1.28,20.00136364,,,,0.78125
54,4/15/1991,21.88,3.35,1.27,1302.5,-,-,21.88,3.35,1.27,20.09363636,,,,0.787401575
55,4/16/1991,21.41,3.28,1.29,1274.97,-,-,21.41,3.28,1.29,20.17681818,,,,0.775193798
56,4/18/1991,21.36,3.27,1.3,1271.62,-,-,21.36,3.27,1.3,20.26454545,,,,0.769230769
57,4/19/1991,21.57,3.3,1.28,1283.94,-,-,21.57,3.3,1.28,20.36636364,,,,0.78125
58,4/22/1991,21.63,3.31,1.28,1287.27,-,-,21.63,3.31,1.28,20.44318182,,,,0.78125
59,4/23/1991,21.45,3.28,1.29,1276.94,-,-,21.45,3.28,1.29,20.50409091,,,,0.775193798
60,4/24/1991,21.41,3.28,1.29,1274.56,-,-,21.41,3.28,1.29,20.59,,,,0.775193798
61,4/25/1991,21.78,3.33,1.27,1296.54,-,-,21.78,3.33,1.27,20.69227273,,,,0.787401575
62,4/26/1991,21.62,3.31,1.28,1286.59,-,-,21.62,3.31,1.28,20.79227273,,,,0.78125
63,4/29/1991,21.3,3.26,1.3,1267.46,-,-,21.3,3.26,1.3,20.87272727,,,,0.769230769
64,4/30/1991,20.76,3.18,1.33,1235.11,-,-,20.76,3.18,1.33,20.94090909,,,,0.751879699
65,5/3/1991,21.38,3.27,1.3,1272.09,-,-,21.38,3.27,1.3,21.02590909,,,,0.769230769
66,5/6/1991,21.1,3.23,1.31,1255.42,-,-,21.1,3.23,1.31,21.1,,,,0.763358779
67,5/7/1991,21.09,3.23,1.31,1255.04,-,-,21.09,3.23,1.31,21.14727273,,,,0.763358779
68,5/8/1991,21.28,3.26,1.3,1266.34,-,-,21.28,3.26,1.3,21.19136364,,,,0.769230769
69,5/9/1991,21.18,3.24,1.31,1260.29,-,-,21.18,3.24,1.31,21.23590909,,,,0.763358779
70,5/10/1991,21.65,3.31,1.28,1288.35,-,-,21.65,3.31,1.28,21.30590909,,,,0.78125
71,5/13/1991,21.66,3.31,1.28,1289.13,-,-,21.66,3.31,1.28,21.36045455,,,,0.78125
72,5/14/1991,21.72,3.32,1.27,1292.83,-,-,21.72,3.32,1.27,21.40181818,,,,0.787401575
73,5/16/1991,21.7,3.32,1.28,1291.5,-,-,21.7,3.32,1.28,21.44136364,,,,0.78125
74,5/17/1991,21.81,3.34,1.27,1297.69,-,-,21.81,3.34,1.27,21.47136364,,,,0.787401575
75,5/20/1991,21.58,3.3,1.28,1284.25,-,-,21.58,3.3,1.28,21.46909091,,,,0.78125
76,5/21/1991,22.19,3.39,1.25,1320.54,-,-,22.19,3.39,1.25,21.48318182,,,,0.8
77,5/23/1991,22.09,3.37,1.25,1314.89,-,-,22.09,3.37,1.25,21.51409091,,,,0.8
78,5/27/1991,22.14,3.38,1.25,1317.9,-,-,22.14,3.38,1.25,21.54954545,,,,0.8
79,5/29/1991,22.41,3.4,1.24,1327.33,-,-,22.41,3.4,1.24,21.58772727,,,,0.806451613
80,5/30/1991,22.44,3.42,1.23,1335.48,-,-,22.44,3.42,1.23,21.62454545,,,,0.81300813
81,5/31/1991,21.96,3.34,1.26,1307.34,-,-,21.96,3.34,1.26,21.64772727,,,,0.793650794
82,6/3/1991,21.64,3.3,1.28,1287.95,-,-,21.64,3.3,1.28,21.65818182,,,,0.78125
83,6/4/1991,21.42,3.3,1.28,1290.07,-,-,21.42,3.3,1.28,21.64181818,,,,0.78125
84,6/5/1991,21.33,3.28,1.28,1284.81,-,-,21.33,3.28,1.28,21.62863636,,,,0.78125
85,6/6/1991,21.14,3.26,1.3,1272.97,-,-,21.14,3.26,1.3,21.62136364,,,,0.769230769
86,6/7/1991,20.73,3.19,1.32,1248.31,-,-,20.73,3.19,1.32,21.62,,,,0.757575758
87,6/11/1991,20.95,3.23,1.31,1261.64,-,-,20.95,3.23,1.31,21.60045455,,,,0.763358779
88,6/12/1991,21.39,3.29,1.28,1288.25,-,-,21.39,3.29,1.28,21.61363636,,,,0.78125
89,6/13/1991,21.18,3.26,1.29,1275.15,-,-,21.18,3.26,1.29,21.61772727,,,,0.775193798
90,6/14/1991,21.47,3.31,1.28,1292.81,-,-,21.47,3.31,1.28,21.62636364,,,,0.78125
91,6/17/1991,21.17,3.32,1.27,1307.22,-,-,21.17,3.32,1.27,21.62590909,,,,0.787401575
92,6/18/1991,22.17,3.38,1.25,1335.21,-,-,22.17,3.38,1.25,21.64954545,,,,0.8
93,6/19/1991,22.01,3.36,1.26,1325.46,-,-,22.01,3.36,1.26,21.66545455,,,,0.793650794
94,6/20/1991,22.2,3.39,1.24,1336.75,-,-,22.2,3.39,1.24,21.68727273,,,,0.806451613
95,6/21/1991,22.61,3.45,1.22,1361.72,-,-,22.61,3.45,1.22,21.72863636,,,,0.819672131
96,6/24/1991,21.68,3.31,1.27,1305.33,-,-,21.68,3.31,1.27,21.72272727,,,,0.787401575
97,6/25/1991,21.62,3.3,1.28,1301.85,-,-,21.62,3.3,1.28,21.72454545,,,,0.78125
98,6/26/1991,21.14,3.23,1.31,1272.54,-,-,21.14,3.23,1.31,21.67681818,,,,0.763358779
99,6/27/1991,21.43,3.27,1.29,1289.94,-,-,21.43,3.27,1.29,21.64681818,,,,0.775193798
100,6/28/1991,21.09,3.22,1.33,1269.91,-,-,21.09,3.22,1.33,21.59909091,,,,0.751879699
101,7/1/1991,21.18,3.28,1.3,1275.23,-,-,21.18,3.28,1.3,21.54318182,,,,0.769230769
102,7/2/1991,21.19,3.28,1.3,1293.67,-,-,21.19,3.28,1.3,21.48636364,,,,0.769230769
103,7/3/1991,21.5,3.33,1.28,1312.87,-,-,21.5,3.33,1.28,21.46545455,,,,0.78125
104,7/4/1991,21.27,3.29,1.3,1298.66,-,-,21.27,3.29,1.3,21.44863636,,,,0.769230769
105,7/5/1991,22.23,3.44,1.24,1357.32,-,-,22.23,3.44,1.24,21.48545455,,,,0.806451613
106,7/8/1991,22.34,3.46,1.24,1363.99,-,-,22.34,3.46,1.24,21.53136364,,,,0.806451613
107,7/9/1991,22.42,3.47,1.23,1369.06,-,-,22.42,3.47,1.23,21.58954545,,,,0.81300813
108,7/10/1991,22.75,3.52,1.21,1388.8,-,-,22.75,3.52,1.21,21.68136364,,,,0.826446281
109,7/11/1991,23.27,3.6,1.19,1420.75,-,-,23.27,3.6,1.19,21.78681818,,,,0.840336134
110,7/12/1991,23.61,3.66,1.17,1441.85,-,-,23.61,3.66,1.17,21.88772727,,,,0.854700855
111,7/15/1991,23.04,3.57,1.2,1407.35,-,-,23.04,3.57,1.2,21.97227273,,,,0.833333333
112,7/16/1991,23.44,3.63,1.18,1431.75,-,-,23.44,3.63,1.18,22.06181818,,,,0.847457627
113,7/17/1991,23.62,3.66,1.17,1442.54,-,-,23.62,3.66,1.17,22.17318182,,,,0.854700855
114,7/19/1991,23,3.62,1.18,1455.48,-,-,23,3.62,1.18,22.21090909,,,,0.847457627
115,7/22/1991,22.43,3.53,1.21,1419.31,-,-,22.43,3.53,1.21,22.23,,,,0.826446281
116,7/24/1991,23.29,3.69,1.16,1485.76,-,-,23.29,3.69,1.16,22.27954545,,,,0.862068966
117,7/25/1991,24.59,3.87,1.1,1555.43,-,-,24.59,3.87,1.1,22.36954545,,,,0.909090909
118,7/26/1991,25.33,3.98,1.07,1599.98,-,-,25.33,3.98,1.07,22.53545455,,,,0.934579439
119,7/29/1991,25.91,4.01,1.12,1637.7,-,-,25.91,4.01,1.12,22.73045455,,,,0.892857143
120,7/30/1991,26.06,4.03,1.11,1647,-,-,26.06,4.03,1.11,22.95409091,,,,0.900900901
121,7/31/1991,25.84,3.99,1.12,1632.67,-,-,25.84,3.99,1.12,23.15454545,,,,0.892857143
122,8/1/1991,26.1,4.03,1.11,1649.01,-,-,26.1,4.03,1.11,23.38227273,,,,0.900900901
123,8/2/1991,26.01,4.11,1.09,1680.62,-,-,26.01,4.11,1.09,23.60181818,,,,0.917431193
124,8/5/1991,26.01,4.11,1.09,1680.69,-,-,26.01,4.11,1.09,23.82090909,,,,0.917431193
125,8/7/1991,25.65,3.99,1.11,1657.44,-,-,25.65,3.99,1.11,24.00954545,,,,0.900900901
126,8/8/1991,25.27,3.97,1.13,1632.9,-,-,25.27,3.97,1.13,24.19136364,,,,0.884955752
127,8/9/1991,25.43,4.04,1.11,1663.57,-,-,25.43,4.04,1.11,24.33681818,,,,0.900900901
128,8/12/1991,25.43,4.04,1.11,1664.06,-,-,25.43,4.04,1.11,24.47727273,,,,0.900900901
129,8/13/1991,25.79,4.1,1.1,1687.24,-,-,25.79,4.1,1.1,24.63045455,,,,0.909090909
130,8/14/1991,26.06,4.15,1.1,1705.63,-,-,26.06,4.15,1.1,24.78090909,,,,0.909090909
131,8/16/1991,26.38,4.2,1.08,1727.07,-,-,26.38,4.2,1.08,24.92227273,,,,0.925925926
132,8/19/1991,26.72,4.24,1.06,1749.91,-,-,26.72,4.24,1.06,25.06363636,,,,0.943396226
133,8/20/1991,25.88,4.14,1.08,1709.43,-,-,25.88,4.14,1.08,25.19272727,,,,0.925925926
134,8/21/1991,25.87,4.14,1.09,1707.77,-,-,25.87,4.14,1.09,25.30318182,,,,0.917431193
135,8/22/1991,26.53,4.25,1.06,1752.3,-,-,26.53,4.25,1.06,25.43545455,,,,0.943396226
136,8/23/1991,27.3,4.37,1.02,1802.81,-,-,27.3,4.37,1.02,25.63090909,,,,0.980392157
137,8/26/1991,27.94,4.47,1,1844.82,-,-,27.94,4.47,1,25.88136364,,,,1
138,8/27/1991,27.47,4.32,1.06,1813.68,-,-,27.47,4.32,1.06,26.07136364,,,,0.943396226
139,8/28/1991,27.68,4.35,1.05,1827.59,-,-,27.68,4.35,1.05,26.21181818,,,,0.952380952
140,8/30/1991,24.96,4.28,1.07,1795.99,-,-,24.96,4.28,1.07,26.195,,,,0.934579439
141,9/3/1991,24.51,4.2,1.09,1764.36,-,-,24.51,4.2,1.09,26.13136364,,,,0.917431193
142,9/4/1991,24.48,4.11,1.13,1762.62,-,-,24.48,4.11,1.13,26.05954545,,,,0.884955752
143,9/5/1991,25.13,4.22,1.1,1810.21,-,-,25.13,4.22,1.1,26.02727273,,,,0.909090909
144,9/6/1991,25.15,4.22,1.1,1811.54,-,-,25.15,4.22,1.1,25.98409091,,,,0.909090909
145,9/10/1991,24.15,4.22,1.09,1810.71,-,-,24.15,4.22,1.09,25.89954545,,,,0.917431193
146,9/13/1991,24.83,4.33,1.06,1861.74,-,-,24.83,4.33,1.06,25.84590909,,,,0.943396226
147,9/16/1991,25.51,4.45,1.06,1912.35,-,-,25.51,4.45,1.06,25.83954545,,,,0.943396226
148,9/17/1991,25.05,4.35,1.08,1878.55,-,-,25.05,4.35,1.08,25.82954545,,,,0.925925926
149,9/18/1991,25.02,4.35,1.08,1876.62,-,-,25.02,4.35,1.08,25.81090909,,,,0.925925926
150,9/20/1991,24.45,4.24,1.11,1833.44,-,-,24.45,4.24,1.11,25.76636364,,,,0.900900901
151,9/24/1991,24.35,4.21,1.12,1817.26,-,-,24.35,4.21,1.12,25.70090909,,,,0.892857143
152,9/25/1991,24.37,4.21,1.11,1818.52,-,-,24.37,4.21,1.11,25.62409091,,,,0.900900901
153,9/26/1991,23.94,4.14,1.13,1786.92,-,-,23.94,4.14,1.13,25.51318182,,,,0.884955752
154,9/27/1991,25.06,4.33,1.08,1870.04,-,-,25.06,4.33,1.08,25.43772727,,,,0.925925926
155,9/30/1991,25.26,4.37,1.07,1885.28,-,-,25.26,4.37,1.07,25.40954545,,,,0.934579439
156,10/1/1991,24.9,4.31,1,1858.45,-,-,24.9,4.31,1,25.36545455,,,,1
157,10/3/1991,24.33,4.17,1.12,1815.62,-,-,24.33,4.17,1.12,25.26545455,,,,0.892857143
158,10/4/1991,23.76,4.08,1.14,1773.15,-,-,23.76,4.08,1.14,25.10454545,,,,0.877192982
159,10/7/1991,23.85,4.09,1.14,1780.25,-,-,23.85,4.09,1.14,24.91863636,,,,0.877192982
160,10/9/1991,23,3.94,1.18,1716.53,-,-,23,3.94,1.18,24.71545455,,,,0.847457627
161,10/10/1991,23.48,4.03,1.16,1752.5,-,-,23.48,4.03,1.16,24.52454545,,,,0.862068966
162,10/11/1991,23.64,4.06,1.15,1764.5,-,-,23.64,4.06,1.15,24.46454545,,,,0.869565217
163,10/15/1991,23.14,3.97,1.17,1724.06,-,-,23.14,3.97,1.17,24.39857143,,,,0.854700855
164,10/16/1991,23.8,4.08,1.14,1773.47,-,-,23.8,4.08,1.14,24.3352381,,,,0.877192982
165,10/18/1991,23.87,4.1,1.14,1778.91,-,-,23.87,4.1,1.14,24.27428571,,,,0.877192982
166,10/21/1991,23.36,4.01,1.16,1740.53,-,-,23.36,4.01,1.16,24.23666667,,,,0.862068966
167,10/22/1991,23.67,4.06,1.15,1764.24,-,-,23.67,4.06,1.15,24.18142857,,,,0.869565217
168,10/23/1991,23.83,4.09,1.14,1776.25,-,-,23.83,4.09,1.14,24.10142857,,,,0.877192982
169,10/24/1991,24.06,4.13,1.13,1793.78,-,-,24.06,4.13,1.13,24.05428571,,,,0.884955752
170,10/26/1991,24.22,4.16,1.12,1805.52,-,-,24.22,4.16,1.12,24.01619048,,,,0.892857143
171,10/29/1991,24.13,4.33,1.1,1893.16,-,-,24.13,4.33,1.1,24.00095238,,,,0.909090909
172,10/30/1991,23.73,4.26,1.12,1861.85,-,-,23.73,4.26,1.12,23.97142857,,,,0.892857143
173,10/31/1991,24.09,4.32,1.1,1889.84,-,-,24.09,4.32,1.1,23.95809524,,,,0.909090909
174,11/1/1991,24.35,4.37,1.09,1909.8,-,-,24.35,4.37,1.09,23.97761905,,,,0.917431193
175,11/5/1991,24.46,4.38,1.08,1917.96,-,-,24.46,4.38,1.08,23.94904762,,,,0.925925926
176,11/8/1991,24.36,4.38,1.09,1910.81,-,-,24.36,4.38,1.09,23.90619048,,,,0.917431193
177,11/11/1991,24.17,4.33,1.1,1895.53,-,-,24.17,4.33,1.1,23.87142857,,,,0.909090909
178,11/12/1991,23.96,4.29,1.11,1878.82,-,-,23.96,4.29,1.11,23.85380952,,,,0.900900901
179,11/13/1991,23.99,4.3,1.1,1881.5,-,-,23.99,4.3,1.1,23.8647619,,,,0.909090909
180,11/14/1991,24.16,4.33,1.1,1894.67,-,-,24.16,4.33,1.1,23.87952381,,,,0.909090909
181,11/15/1991,23.97,4.3,1.11,1879.69,-,-,23.97,4.3,1.11,23.92571429,,,,0.900900901
182,11/18/1991,23.86,4.27,1.11,1871.32,-,-,23.86,4.27,1.11,23.94380952,,,,0.900900901
183,11/19/1991,24.54,4.39,1.08,1924.15,-,-,24.54,4.39,1.08,23.98666667,,,,0.925925926
184,11/20/1991,24.37,4.36,1.09,1910.59,-,-,24.37,4.36,1.09,24.00409091,,,,0.917431193
185,11/22/1991,24.06,4.31,1.1,1886.56,-,-,24.06,4.31,1.1,24.04590909,,,,0.909090909
186,11/26/1991,23.67,4.23,1.12,1855.94,-,-,23.67,4.23,1.12,24.04,,,,0.892857143
187,11/27/1991,23.78,4.25,1.12,1864.39,-,-,23.78,4.25,1.12,24.03590909,,,,0.892857143
188,11/28/1991,23.68,4.23,1.12,1856.34,-,-,23.68,4.23,1.12,24.05045455,,,,0.892857143
189,11/29/1991,24.27,4.33,1.1,1903.31,-,-,24.27,4.33,1.1,24.07772727,,,,0.909090909
190,12/2/1991,24.28,4.34,1.09,1904.26,-,-,24.28,4.34,1.09,24.09818182,,,,0.917431193
191,12/3/1991,24.23,4.33,1.1,1892.84,-,-,24.23,4.33,1.1,24.10590909,,,,0.909090909
192,12/4/1991,24.13,4.31,1.1,1885.44,-,-,24.13,4.31,1.1,24.10181818,,,,0.909090909
193,12/5/1991,24.02,4.29,1.11,1876.73,-,-,24.02,4.29,1.11,24.09681818,,,,0.900900901
194,12/6/1991,24.3,4.34,1.09,1899.11,-,-,24.3,4.34,1.09,24.12272727,,,,0.917431193
195,12/9/1991,24.05,4.3,1.11,1879.73,-,-,24.05,4.3,1.11,24.12090909,,,,0.900900901
196,12/10/1991,23.96,4.28,1.11,1872.45,-,-,23.96,4.28,1.11,24.10318182,,,,0.900900901
197,12/11/1991,23.81,4.25,1.12,1860.75,-,-,23.81,4.25,1.12,24.07363636,,,,0.892857143
198,12/12/1991,23.52,4.2,1.13,1837.88,-,-,23.52,4.2,1.13,24.03545455,,,,0.884955752
199,12/16/1991,23.36,4.17,1.14,1825.45,-,-,23.36,4.17,1.14,23.99863636,,,,0.877192982
200,12/17/1991,23.22,4.15,1.14,1814.67,-,-,23.22,4.15,1.14,23.965,,,,0.877192982
201,12/18/1991,23.5,4.2,1.13,1834.78,-,-,23.5,4.2,1.13,23.94272727,,,,0.884955752
202,12/19/1991,24.03,4.29,1.1,1875.67,-,-,24.03,4.29,1.1,23.93681818,,,,0.909090909
203,12/20/1991,24,4.29,1.11,1873.28,-,-,24,4.29,1.11,23.93818182,,,,0.900900901
204,12/23/1991,24.53,4.38,1.08,1915.12,-,-,24.53,4.38,1.08,23.96863636,,,,0.925925926
205,12/24/1991,24.46,4.37,1.08,1908.85,-,-,24.46,4.37,1.08,23.965,2.605800071,,,0.925925926
206,1/1/1992,25.08,4.48,1.06,1957.33,-,-,25.08,4.48,1.06,23.99727273,2.585676163,,,0.943396226
207,1/2/1992,25.23,4.51,1.05,1969.16,-,-,25.23,4.51,1.05,24.05045455,2.562583913,,,0.952380952
208,1/3/1992,25.59,4.57,1.04,1996.5,-,-,25.59,4.57,1.04,24.13772727,2.544441515,,,0.961538462
209,1/6/1992,25.22,4.5,1.05,1967.55,-,-,25.22,4.5,1.05,24.20318182,2.522926736,,,0.952380952
210,1/7/1992,25.16,4.49,1.05,1963.53,-,-,25.16,4.49,1.05,24.27045455,2.504838868,,,0.952380952
211,1/8/1992,24.99,4.46,1.06,1949.31,-,-,24.99,4.46,1.06,24.30318182,2.482274242,,,0.943396226
212,1/9/1992,25.28,4.51,1.05,1972.53,-,-,25.28,4.51,1.05,24.34863636,2.457259608,,,0.952380952
213,1/13/1992,25.62,4.58,1.04,1998.88,-,-,25.62,4.58,1.04,24.41181818,2.427149787,,,0.961538462
214,1/14/1992,25.61,4.57,1.04,1998.07,-,-,25.61,4.57,1.04,24.47909091,2.392440362,,,0.961538462
215,1/15/1992,25.89,4.62,1.03,2020.18,-,-,25.89,4.62,1.03,24.56409091,2.363917689,,,0.970873786
216,1/16/1992,25.66,4.58,1.03,2002.6,-,-,25.66,4.58,1.03,24.62590909,2.340967656,,,0.970873786
217,1/17/1992,27.08,4.84,0.98,2115.89,-,-,27.08,4.84,0.98,24.76363636,2.333493166,,,1.020408163
218,1/20/1992,26.97,4.82,0.98,2107.07,-,-,26.97,4.82,0.98,24.90045455,2.327272617,,,1.020408163
219,1/21/1992,27.08,4.84,0.98,2115.71,-,-,27.08,4.84,0.98,25.04909091,2.319706962,,,1.020408163
220,1/22/1992,27.3,4.88,0.97,2132.82,-,-,27.3,4.88,0.97,25.22090909,2.308874726,,,1.030927835
221,1/23/1992,27.52,4.92,0.96,2150.41,-,-,27.52,4.92,0.96,25.41,2.297400757,,,1.041666667
222,1/24/1992,27.38,4.89,0.97,2139.33,-,-,27.38,4.89,0.97,25.59909091,2.279819948,,,1.030927835
223,1/27/1992,27.8,4.97,0.95,2172.11,-,-,27.8,4.97,0.95,25.79454545,2.263220417,,,1.052631579
224,1/29/1992,28.34,5.06,0.94,2214.22,-,-,28.34,5.06,0.94,25.99045455,2.255393904,,,1.063829787
225,1/30/1992,29.44,5.26,0.9,2299.77,-,-,29.44,5.26,0.9,26.23772727,2.263135495,,,1.111111111
226,1/31/1992,29.48,5.26,0.9,2302.54,-,-,29.48,5.26,0.9,26.46272727,2.289263698,,,1.111111111
227,2/3/1992,28.89,5.16,0.92,2272.81,-,-,28.89,5.16,0.92,26.66409091,2.302975439,,,1.086956522
228,2/4/1992,28.97,5.17,0.92,2278.72,-,-,28.97,5.17,0.92,26.84090909,2.318877372,,,1.086956522
229,2/5/1992,29.1,5.2,0.91,2288.43,-,-,29.1,5.2,0.91,27.01681818,2.338813902,,,1.098901099
230,2/6/1992,29.36,5.24,0.9,2309.36,-,-,29.36,5.24,0.9,27.18818182,2.36064487,,,1.111111111
231,2/7/1992,27.9,4.98,0.95,2194.48,-,-,27.9,4.98,0.95,27.31,2.3692609,,,1.052631579
232,2/10/1992,28.9,5.16,0.92,2273.47,-,-,28.9,5.16,0.92,27.48,2.389107713,,,1.086956522
233,2/12/1992,29.31,5.23,0.91,2305.38,-,-,29.31,5.23,0.91,27.67636364,2.41255613,,,1.098901099
234,2/13/1992,29.53,5.27,0.9,2322.79,-,-,29.53,5.27,0.9,27.86954545,2.438145069,,,1.111111111
235,2/17/1992,30.99,5.53,0.86,2437.3,-,-,30.99,5.53,0.86,28.11363636,2.483841681,,,1.162790698
236,2/18/1992,30.56,5.45,0.87,2403.78,-,-,30.56,5.45,0.87,28.33863636,2.510311677,,,1.149425287
237,2/19/1992,30.28,5.41,0.88,2382.07,-,-,30.28,5.41,0.88,28.53818182,2.537188315,,,1.136363636
238,2/20/1992,31.12,5.56,0.85,2449.06,-,-,31.12,5.56,0.85,28.78636364,2.571692717,,,1.176470588
239,2/21/1992,31.19,5.57,0.85,2454.66,-,-,31.19,5.57,0.85,28.97318182,2.604242513,,,1.176470588
240,2/24/1992,31.65,5.66,0.84,2491.27,-,-,31.65,5.66,0.84,29.18590909,2.6406864,,,1.19047619
241,2/26/1992,33.26,5.94,0.8,2617.52,-,-,33.26,5.94,0.8,29.46681818,2.704934698,,,1.25
242,2/27/1992,34.89,6.22,0.76,2741.73,-,-,34.89,6.22,0.76,29.81181818,2.796112401,,,1.315789474
243,2/28/1992,35.06,6.26,0.76,2759.22,-,-,35.06,6.26,0.76,30.15454545,2.881379511,,,1.315789474
