,Date,Price/Earnings,Price/Bookvalue,Dividend Yield,Sensex,Shares Traded(Cr),Turnover (Rs Cr),Price/Earnings,Price/Bookvalue,Dividend Yield,50d TPE,50-d std,,,1/Div yield
4759,11/10/2010,23.99,3.84,1.02,20875.71,1.52,1007.1,23.99,3.84,1.02,23.74454545,1.335133168,,,0.980392157
4760,11/11/2010,23.62,3.78,1.04,20589.09,1.27,784.42,23.62,3.78,1.04,23.73045455,1.341958391,,,0.961538462
4761,11/12/2010,23.17,3.71,1.06,20156.89,1.45,941.01,23.17,3.71,1.06,23.67136364,1.346147529,,,0.943396226
4762,11/15/2010,23.22,3.74,1.05,20309.69,1.43,970.68,23.22,3.74,1.05,23.62545455,1.351345645,,,0.952380952
4763,11/16/2010,22.74,3.66,1.07,19865.14,1.53,1006.13,22.74,3.66,1.07,23.57954545,1.354051593,,,0.934579439
4764,11/18/2010,22.8,3.67,1.07,19930.64,2.18,1257.66,22.8,3.67,1.07,23.53272727,1.356661303,,,0.934579439
4765,11/19/2010,22.38,3.6,1.09,19585.44,1.64,966.34,22.38,3.6,1.09,23.47954545,1.355914785,,,0.917431193
4766,11/22/2010,22.79,3.67,1.07,19957.59,1.09,720.89,22.79,3.67,1.07,23.45136364,1.35620088,,,0.934579439
4767,11/23/2010,22.47,3.62,1.08,19691.84,1.43,1011.31,22.47,3.62,1.08,23.38545455,1.355087928,,,0.925925926
4768,11/24/2010,22.19,3.57,1.1,19459.85,1.21,874.62,22.19,3.57,1.1,23.315,1.352974961,,,0.909090909
4769,11/25/2010,22.02,3.54,1.11,19318.16,1.37,983.75,22.02,3.54,1.11,23.23090909,1.349144433,,,0.900900901
4770,11/26/2010,21.84,3.51,1.12,19136.61,2.51,1196.58,21.84,3.51,1.12,23.14454545,1.346901948,,,0.892857143
4771,11/29/2010,22.15,3.56,1.1,19405.1,1.23,696.97,22.15,3.56,1.1,23.08636364,1.343611602,,,0.909090909
4772,11/30/2010,22.38,3.6,1.09,19521.25,1.88,1057.14,22.38,3.6,1.09,23.04227273,1.337357827,,,0.917431193
4773,12/1/2010,22.72,3.66,1.07,19850,1.49,1022.6,22.72,3.66,1.07,23.01909091,1.333185702,,,0.934579439
4774,12/2/2010,22.88,3.68,1.06,19992.7,1.66,1119.97,22.88,3.68,1.06,23.00045455,1.329807636,,,0.943396226
4775,12/3/2010,22.86,3.68,1.07,19966.93,1.39,833.57,22.86,3.68,1.07,22.98181818,1.326893924,,,0.934579439
4776,12/6/2010,22.93,3.74,1.05,19981.31,1.41,961.48,22.93,3.74,1.05,22.96136364,1.322964069,,,0.952380952
4777,12/7/2010,22.92,3.74,1.05,19934.64,1.34,982.36,22.92,3.74,1.05,22.91818182,1.320618359,,,0.952380952
4778,12/8/2010,22.69,3.7,1.06,19696.48,1.25,912.65,22.69,3.7,1.06,22.85181818,1.316024017,,,0.943396226
4779,12/9/2010,22.19,3.62,1.08,19242.36,1.72,1213.89,22.19,3.62,1.08,22.77136364,1.311272651,,,0.925925926
4780,12/10/2010,22.48,3.67,1.07,19508.89,1.6,1091.51,22.48,3.67,1.07,22.70136364,1.308290489,,,0.934579439
4781,12/13/2010,22.69,3.7,1.06,19691.78,1.54,1007.84,22.69,3.7,1.06,22.64227273,1.30518888,,,0.943396226
4782,12/14/2010,22.83,3.72,1.05,19799.19,1.35,828.28,22.83,3.72,1.05,22.60636364,1.301331212,,,0.952380952
4783,12/15/2010,22.68,3.7,1.06,19647.77,1.41,1060.66,22.68,3.7,1.06,22.58409091,1.296941221,,,0.943396226
4784,12/16/2010,22.93,3.74,1.05,19864.85,1.54,1277.28,22.93,3.74,1.05,22.57090909,1.293791528,,,0.952380952
4785,12/20/2010,22.92,3.74,1.05,19888.88,1.12,1004.06,22.92,3.74,1.05,22.57909091,1.290230385,,,0.952380952
4786,12/21/2010,23.07,3.76,1.04,20060.32,1.42,918.31,23.07,3.76,1.04,22.59136364,1.286907828,,,0.961538462
4787,12/22/2010,23.04,3.76,1.04,20015.8,1.21,784.82,23.04,3.76,1.04,22.62136364,1.284724361,,,0.961538462
4788,12/23/2010,23,3.75,1.05,19982.88,0.76,539.39,23,3.75,1.05,22.63090909,1.284130889,,,0.952380952
4789,12/24/2010,23.11,3.77,1.04,20073.66,1.65,698.74,23.11,3.77,1.04,22.66,1.28512492,,,0.961538462
4790,12/27/2010,23.06,3.76,1.04,20028.93,0.98,463.31,23.06,3.76,1.04,22.69954545,1.285653427,,,0.961538462
4791,12/28/2010,23.05,3.76,1.04,20025.42,1.06,518.54,23.05,3.76,1.04,22.74636364,1.286161678,,,0.961538462
4792,12/29/2010,23.3,3.8,1.03,20256.03,0.99,543.23,23.3,3.8,1.03,22.81272727,1.288220318,,,0.970873786
4793,12/30/2010,23.44,3.82,1.03,20389.07,1.06,568.6,23.44,3.82,1.03,22.87136364,1.290595576,,,0.970873786
4794,12/31/2010,23.56,3.84,1.02,20509.09,1.26,678.3,23.56,3.84,1.02,22.925,1.29377323,,,0.980392157
4795,1/3/2011,23.59,3.85,1.02,20561.05,1.19,672.67,23.59,3.85,1.02,22.96454545,1.297347424,,,0.980392157
4796,1/4/2011,23.53,3.84,1.02,20498.72,1.52,1020.67,23.53,3.84,1.02,22.99409091,1.300332478,,,0.980392157
4797,1/5/2011,23.33,3.81,1.03,20301.1,1.43,921.81,23.33,3.81,1.03,23.01545455,1.302132501,,,0.970873786
4798,1/6/2011,23.19,3.78,1.04,20184.74,1.67,1210.87,23.19,3.78,1.04,23.02727273,1.3039492,,,0.961538462
4799,1/7/2011,22.65,3.7,1.06,19691.81,1.59,1128.02,22.65,3.7,1.06,23.015,1.30404474,,,0.943396226
4800,1/10/2011,22.12,3.61,1.09,19224.12,1.72,1198.78,22.12,3.61,1.09,22.98909091,1.303181549,,,0.917431193
4801,1/11/2011,22.1,3.61,1.09,19196.34,2.01,1169.16,22.1,3.61,1.09,22.985,1.302515173,,,0.917431193
4802,1/12/2011,22.45,3.66,1.07,19534.1,1.94,1269.67,22.45,3.66,1.07,22.98363636,1.301838523,,,0.934579439
4803,1/13/2011,22.1,3.6,1.09,19182.82,1.69,1206.8,22.1,3.6,1.09,22.95681818,1.30083306,,,0.917431193
4804,1/14/2011,21.73,3.55,1.1,18860.44,1.58,1067.89,21.73,3.55,1.1,22.90681818,1.300140574,,,0.909090909
4805,1/17/2011,21.73,3.55,1.1,18882.25,1.78,997.41,21.73,3.55,1.1,22.86363636,1.299649703,,,0.909090909
4806,1/18/2011,21.91,3.59,1.09,19092.05,1.44,860.75,21.91,3.59,1.09,22.81727273,1.299216726,,,0.917431193
4807,1/19/2011,21.74,3.57,1.1,18978.32,1.61,957.55,21.74,3.57,1.1,22.76363636,1.298646791,,,0.909090909
4808,1/20/2011,21.78,3.58,1.1,19046.54,1.28,939.65,21.78,3.58,1.1,22.705,1.297925747,,,0.909090909
4809,1/21/2011,21.61,3.57,1.1,19007.53,1.09,794.39,21.61,3.57,1.1,22.64,1.297736948,,,0.909090909
4810,1/24/2011,21.56,3.59,1.09,19151.28,1.15,858.25,21.56,3.59,1.09,22.57454545,1.297983646,,,0.917431193
4811,1/25/2011,21.26,3.57,1.1,18969.45,1.35,1083.62,21.26,3.57,1.1,22.49045455,1.298848883,,,0.909090909
4812,1/27/2011,20.94,3.51,1.12,18684.43,1.38,789.88,20.94,3.51,1.12,22.39409091,1.300784765,,,0.892857143
4813,1/28/2011,20.64,3.46,1.13,18395.97,1.86,1197.17,20.64,3.46,1.13,22.28454545,1.303729085,,,0.884955752
4814,1/31/2011,19.97,3.46,1.13,18327.76,1.99,1092.12,19.97,3.46,1.13,22.13318182,1.310983251,,,0.884955752
4815,2/1/2011,19.66,3.4,1.15,18022.22,2.01,1229.1,19.66,3.4,1.15,21.96136364,1.320486553,,,0.869565217
4816,2/2/2011,19.82,3.42,1.15,18090.62,2.28,1320.37,19.82,3.42,1.15,21.79136364,1.328585881,,,0.869565217
4817,2/3/2011,20.22,3.49,1.12,18449.31,2.15,1119.59,20.22,3.49,1.12,21.63818182,1.333555396,,,0.892857143
4818,2/4/2011,19.78,3.41,1.15,18008.15,2.29,1168.19,19.78,3.41,1.15,21.46772727,1.341390117,,,0.869565217
4819,2/7/2011,19.83,3.42,1.15,18037.19,1.31,816.73,19.83,3.42,1.15,21.30863636,1.348115441,,,0.869565217
4820,2/8/2011,19.51,3.36,1.17,17775.7,1.42,846.51,19.51,3.36,1.17,21.14136364,1.357202707,,,0.854700855
4821,2/9/2011,19.18,3.31,1.18,17592.77,3.03,1326.59,19.18,3.31,1.18,20.98363636,1.369244358,,,0.847457627
4822,2/10/2011,19.02,3.29,1.19,17463.04,2.51,1098.4,19.02,3.29,1.19,20.84272727,1.383023381,,,0.840336134
4823,2/11/2011,19.28,3.33,1.18,17728.61,2.54,1033.08,19.28,3.33,1.18,20.71454545,1.394133357,,,0.847457627
4824,2/14/2011,19.78,3.42,1.15,18202.2,2.18,960.31,19.78,3.42,1.15,20.59318182,1.400045854,,,0.869565217
4825,2/15/2011,19.92,3.43,1.14,18273.8,2.36,1037.5,19.92,3.43,1.14,20.49409091,1.404796362,,,0.877192982
4826,2/16/2011,19.9,3.44,1.14,18300.9,1.88,802.9,19.9,3.44,1.14,20.41090909,1.408299277,,,0.877192982
4827,2/17/2011,20.07,3.47,1.13,18506.82,1.66,753.8,20.07,3.47,1.13,20.33545455,1.411178696,,,0.884955752
4828,2/18/2011,19.76,3.41,1.15,18211.52,2.2,1064.48,19.76,3.41,1.15,20.23772727,1.4164071,,,0.869565217
4829,2/21/2011,20.04,3.46,1.13,18438.31,1.93,902.22,20.04,3.46,1.13,20.16045455,1.418768789,,,0.884955752
4830,2/22/2011,19.9,3.44,1.14,18296.16,1.97,1040.44,19.9,3.44,1.14,20.075,1.420509606,,,0.877192982
4831,2/23/2011,19.76,3.41,1.15,18178.33,2.22,1108.7,19.76,3.41,1.15,19.99090909,1.423042233,,,0.869565217
4832,2/24/2011,19.23,3.32,1.18,17632.41,2.3,1251.97,19.23,3.32,1.18,19.885,1.429164877,,,0.847457627
4833,2/25/2011,19.28,3.33,1.18,17700.91,2.19,1068.23,19.28,3.33,1.18,19.795,1.433174489,,,0.847457627
4834,2/28/2011,19.44,3.36,1.17,17823.4,2.99,1421.34,19.44,3.36,1.17,19.72681818,1.439572565,,,0.854700855
4835,3/1/2011,20.05,3.46,1.13,18446.5,2.48,1089.49,20.05,3.46,1.13,19.7,1.439929423,,,0.884955752
4836,3/3/2011,20.07,3.47,1.13,18489.76,2.86,1210.3,20.07,3.47,1.13,19.70454545,1.440339644,,,0.884955752
4837,3/4/2011,20.04,3.46,1.13,18486.45,1.99,943.56,20.04,3.46,1.13,19.72181818,1.441378363,,,0.884955752
4838,3/7/2011,19.76,3.41,1.15,18222.67,1.52,711.54,19.76,3.41,1.15,19.71909091,1.442586237,,,0.869565217
4839,3/8/2011,20.01,3.45,1.13,18439.65,1.38,642.09,20.01,3.45,1.13,19.70954545,1.441689546,,,0.884955752
4840,3/9/2011,20.04,3.46,1.13,18469.95,2.26,864.26,20.04,3.46,1.13,19.72136364,1.441256271,,,0.884955752
4841,3/10/2011,19.91,3.44,1.14,18327.98,1.87,704.02,19.91,3.44,1.14,19.725,1.437896691,,,0.877192982
4842,3/11/2011,19.75,3.41,1.15,18174.09,2.06,975.24,19.75,3.41,1.15,19.73590909,1.437538471,,,0.869565217
4843,3/14/2011,20.02,3.46,1.13,18439.48,1.54,683.37,20.02,3.46,1.13,19.77409091,1.434025619,,,0.884955752
4844,3/15/2011,19.71,3.4,1.15,18167.64,2.23,995.92,19.71,3.4,1.15,19.80545455,1.432900343,,,0.869565217
4845,3/16/2011,19.93,3.44,1.14,18358.69,1.62,733.4,19.93,3.44,1.14,19.835,1.426216409,,,0.877192982
4846,3/17/2011,19.74,3.41,1.15,18149.87,1.81,800.44,19.74,3.41,1.15,19.83318182,1.426501471,,,0.869565217
4847,3/18/2011,19.45,3.36,1.17,17878.81,1.64,838.82,19.45,3.36,1.17,19.81181818,1.430603158,,,0.854700855
4848,3/21/2011,19.4,3.35,1.17,17839.05,1.24,586.77,19.4,3.35,1.17,19.78909091,1.436535332,,,0.854700855
4849,3/22/2011,19.56,3.38,1.16,17988.3,1.18,571.03,19.56,3.38,1.16,19.76590909,1.441815982,,,0.862068966
4850,3/23/2011,19.77,3.41,1.15,18206.16,1.33,646.5,19.77,3.41,1.15,19.76636364,1.441605079,,,0.869565217
4851,3/24/2011,19.92,3.44,1.14,18350.74,1.11,493.39,19.92,3.44,1.14,19.76090909,1.442049756,,,0.877192982
4852,3/25/2011,20.39,3.52,1.11,18815.64,1.53,786.82,20.39,3.52,1.11,19.78318182,1.441648464,,,0.900900901
4853,3/28/2011,20.54,3.55,1.1,18943.14,1.29,746.32,20.54,3.55,1.1,19.81863636,1.440904813,,,0.909090909
4854,3/29/2011,20.76,3.58,1.09,19120.8,1.73,818.17,20.76,3.58,1.09,19.88818182,1.437217294,,,0.917431193
4855,3/30/2011,20.94,3.62,1.08,19290.18,1.22,648.6,20.94,3.62,1.08,19.96363636,1.431587423,,,0.925925926
4856,3/31/2011,21.15,3.65,1.07,19445.22,1.62,887.96,21.15,3.65,1.07,20.04136364,1.425816608,,,0.934579439
4857,4/1/2011,21.12,3.65,1.07,19420.39,1.25,653.9,21.12,3.65,1.07,20.09,1.421948309,,,0.934579439
4858,4/4/2011,21.42,3.7,1.06,19701.73,1.07,582.7,21.42,3.7,1.06,20.15136364,1.418168938,,,0.943396226
4859,4/5/2011,21.43,3.7,1.06,19686.82,1.26,624.42,21.43,3.7,1.06,20.21454545,1.415923172,,,0.943396226
4860,4/6/2011,21.36,3.69,1.06,19612.2,1.44,671.62,21.36,3.69,1.06,20.28727273,1.414024829,,,0.943396226
4861,4/7/2011,21.28,3.67,1.07,19591.18,0.96,519.14,21.28,3.67,1.07,20.345,1.412348363,,,0.934579439
4862,4/8/2011,21.11,3.64,1.08,19451.45,1.04,540.61,21.11,3.64,1.08,20.39363636,1.411687768,,,0.925925926
4863,4/11/2011,20.9,3.61,1.09,19262.54,0.94,479.94,20.9,3.61,1.09,20.43863636,1.411550951,,,0.917431193
4864,4/13/2011,21.35,3.68,1.06,19696.86,1.78,786.27,21.35,3.68,1.06,20.51136364,1.411171241,,,0.943396226
4865,4/15/2011,21.02,3.63,1.08,19386.82,1.71,1341.42,21.02,3.63,1.08,20.55681818,1.411141658,,,0.925925926
4866,4/18/2011,20.73,3.59,1.09,19091.17,1.38,994.21,20.73,3.59,1.09,20.60318182,1.412109374,,,0.917431193
4867,4/19/2011,20.73,3.59,1.09,19121.83,1.13,747.99,20.73,3.59,1.09,20.63954545,1.412891122,,,0.917431193
4868,4/20/2011,21.14,3.66,1.07,19470.98,1.54,844.82,21.14,3.66,1.07,20.70318182,1.412187476,,,0.934579439
4869,4/21/2011,21.16,3.68,1.06,19602.23,1.51,1012.51,21.16,3.68,1.06,20.78090909,1.412187476,,,0.943396226
4870,4/25/2011,21.02,3.68,1.06,19584.31,1.14,655.48,21.02,3.68,1.06,20.85454545,1.411843628,,,0.943396226
4871,4/26/2011,21.01,3.67,1.07,19545.35,1.16,670.65,21.01,3.67,1.07,20.92045455,1.412070237,,,0.934579439
4872,4/27/2011,20.91,3.66,1.07,19448.69,1.34,761.92,20.91,3.66,1.07,20.97227273,1.411865053,,,0.934579439
4873,4/28/2011,20.69,3.63,1.08,19292.02,1.39,772.37,20.69,3.63,1.08,21.00727273,1.412401699,,,0.925925926
4874,4/29/2011,20.52,3.6,1.09,19135.96,1.06,611.23,20.52,3.6,1.09,21.01318182,1.413457897,,,0.917431193
4875,5/2/2011,20.36,3.57,1.1,18998.02,0.94,598.92,20.36,3.57,1.1,21.005,1.415954289,,,0.909090909
4876,5/3/2011,19.87,3.48,1.12,18534.69,1.34,1005.35,19.87,3.48,1.12,20.96454545,1.420877465,,,0.892857143
4877,5/4/2011,19.88,3.48,1.12,18469.36,1.3,724.73,19.88,3.48,1.12,20.91636364,1.426348135,,,0.892857143
4878,5/5/2011,19.66,3.43,1.14,18210.58,1.48,901.66,19.66,3.43,1.14,20.84863636,1.433879332,,,0.877192982
4879,5/6/2011,19.94,3.48,1.12,18518.81,3.01,1247.65,19.94,3.48,1.12,20.795,1.439602911,,,0.892857143
4880,5/9/2011,19.93,3.48,1.12,18528.96,0.91,426.23,19.93,3.48,1.12,20.72727273,1.445414903,,,0.892857143
4881,5/10/2011,19.83,3.48,1.12,18512.77,1.32,546.56,19.83,3.48,1.12,20.65454545,1.451659526,,,0.892857143
4882,5/11/2011,19.88,3.49,1.12,18584.96,1.01,658.58,19.88,3.49,1.12,20.58727273,1.457440453,,,0.892857143
4883,5/12/2011,19.64,3.45,1.13,18335.79,1.01,569.89,19.64,3.45,1.13,20.51272727,1.464899063,,,0.884955752
4884,5/13/2011,19.85,3.49,1.12,18531.28,1.25,649.79,19.85,3.49,1.12,20.45545455,1.470790313,,,0.892857143
4885,5/16/2011,19.66,3.46,1.13,18345.03,0.93,514.6,19.66,3.46,1.13,20.39909091,1.477796871,,,0.884955752
4886,5/17/2011,19.63,3.44,1.15,18137.35,1.41,1112.04,19.63,3.44,1.15,20.32090909,1.485148198,,,0.869565217
4887,5/18/2011,19.44,3.42,1.15,18086.2,1.23,887.57,19.44,3.42,1.15,20.24909091,1.493994793,,,0.869565217
4888,5/19/2011,19.44,3.43,1.15,18141.4,1.33,906.31,19.44,3.43,1.15,20.19045455,1.502704296,,,0.869565217
4889,5/20/2011,19.57,3.46,1.14,18326.09,1.71,789.72,19.57,3.46,1.14,20.13772727,1.510213428,,,0.877192982
4890,5/23/2011,19.07,3.39,1.16,17993.33,1.03,627.5,19.07,3.39,1.16,20.04363636,1.521766335,,,0.862068966
4891,5/24/2011,19.05,3.39,1.16,18011.97,1.25,682.28,19.05,3.39,1.16,19.94772727,1.532913314,,,0.862068966
4892,5/25/2011,18.83,3.36,1.17,17847.24,1.03,656.1,18.83,3.36,1.17,19.84818182,1.545759772,,,0.854700855
4893,5/26/2011,19.14,3.36,1.16,18044.64,1.26,683.54,19.14,3.36,1.16,19.76318182,1.555861962,,,0.862068966
4894,5/27/2011,19.37,3.4,1.14,18266.1,1.27,668.36,19.37,3.4,1.14,19.69318182,1.56433468,,,0.877192982
4895,5/30/2011,19.32,3.39,1.15,18232.06,1.15,494.05,19.32,3.39,1.15,19.63090909,1.573081138,,,0.869565217
4896,5/31/2011,19.65,3.61,1.13,18503.28,1.46,623.83,19.65,3.61,1.13,19.59136364,1.579519793,,,0.884955752
4897,6/1/2011,19.79,3.64,1.12,18608.81,1.27,604.96,19.79,3.64,1.12,19.56545455,1.585018624,,,0.892857143
4898,6/2/2011,19.7,3.62,1.13,18494.18,1.55,586.31,19.7,3.62,1.13,19.55772727,1.590958547,,,0.884955752
4899,6/3/2011,19.57,3.6,1.14,18376.48,1.45,665.67,19.57,3.6,1.14,19.54363636,1.597664178,,,0.877192982
4900,6/6/2011,19.58,3.6,1.13,18420.11,0.89,442.59,19.58,3.6,1.13,19.54,1.604207828,,,0.884955752
4901,6/7/2011,19.65,3.61,1.13,18495.62,1,473.23,19.65,3.61,1.13,19.52681818,1.6102349,,,0.884955752
4902,6/8/2011,19.54,3.59,1.14,18394.29,1.08,499.11,19.54,3.59,1.14,19.50909091,1.616856775,,,0.877192982
4903,6/9/2011,19.53,3.59,1.14,18384.9,1,529.63,19.53,3.59,1.14,19.49545455,1.62344769,,,0.877192982
4904,6/10/2011,19.43,3.57,1.14,18268.54,0.96,519.6,19.43,3.57,1.14,19.475,1.63059857,,,0.877192982
4905,6/13/2011,19.43,3.57,1.14,18266.03,1.04,484.88,19.43,3.57,1.14,19.46545455,1.637644936,,,0.877192982
4906,6/14/2011,19.48,3.58,1.14,18308.66,2.68,1580.55,19.48,3.58,1.14,19.44863636,1.644262223,,,0.877192982
4907,6/15/2011,19.28,3.55,1.15,18132.24,0.97,576.41,19.28,3.55,1.15,19.43136364,1.651986234,,,0.869565217
4908,6/16/2011,19.13,3.52,1.16,17985.88,1.06,587.5,19.13,3.52,1.16,19.40863636,1.660673958,,,0.862068966
4909,6/17/2011,19,3.49,1.17,17870.53,1.09,564.73,19,3.49,1.17,19.38863636,1.670110032,,,0.854700855
4910,6/20/2011,18.59,3.42,1.2,17506.63,1.29,607.18,18.59,3.42,1.2,19.35,1.682723682,,,0.833333333
4911,6/21/2011,18.66,3.43,1.19,17560.3,1.14,520.93,18.66,3.43,1.19,19.30863636,1.694585628,,,0.840336134
4912,6/22/2011,18.63,3.43,1.19,17550.63,0.96,459.84,18.63,3.43,1.19,19.28863636,1.706461679,,,0.840336134
4913,6/23/2011,18.82,3.46,1.18,17727.49,1.13,477.47,18.82,3.46,1.18,19.27818182,1.716685125,,,0.847457627
4914,6/24/2011,19.37,3.56,1.15,18240.68,1.47,767.97,19.37,3.56,1.15,19.30272727,1.723035754,,,0.869565217
4915,6/27/2011,19.57,3.6,1.14,18412.41,1.34,719.55,19.57,3.6,1.14,19.32227273,1.72817405,,,0.877192982
4916,6/28/2011,19.64,3.61,1.13,18492.45,1.14,534.4,19.64,3.61,1.13,19.33454545,1.732804913,,,0.884955752
4917,6/29/2011,19.82,3.64,1.12,18693.86,1.37,620.5,19.82,3.64,1.12,19.35727273,1.736507924,,,0.892857143
4918,6/30/2011,19.94,3.48,1.41,18845.87,1.14,565.61,19.94,3.48,1.41,19.37045455,1.739629551,,,0.709219858
4919,7/1/2011,19.87,3.47,1.42,18762.8,1.4,640.82,19.87,3.47,1.42,19.37409091,1.742542113,,,0.704225352
4920,7/4/2011,19.93,3.48,1.41,18814.48,1.22,523.22,19.93,3.48,1.41,19.38454545,1.744937364,,,0.709219858
4921,7/5/2011,19.84,3.46,1.42,18744.56,1.22,733.59,19.84,3.46,1.42,19.39681818,1.747492731,,,0.704225352
4922,7/6/2011,19.8,3.45,1.42,18726.97,0.84,487.39,19.8,3.45,1.42,19.40681818,1.749818878,,,0.704225352
4923,7/7/2011,20.17,3.52,1.4,19078.3,1.14,588.96,20.17,3.52,1.4,19.43045455,1.749025682,,,0.714285714
4924,7/8/2011,19.96,3.48,1.41,18858.04,1.22,611.47,19.96,3.48,1.41,19.44954545,1.748125457,,,0.709219858
4925,7/11/2011,19.82,3.46,1.42,18721.39,0.91,418.96,19.82,3.46,1.42,19.46272727,1.746846499,,,0.704225352
4926,7/12/2011,19.52,3.41,1.44,18411.62,1.06,649.59,19.52,3.41,1.44,19.46681818,1.747408821,,,0.694444444
4927,7/13/2011,19.73,3.44,1.43,18596.02,0.97,452.17,19.73,3.44,1.43,19.48045455,1.745779469,,,0.699300699
4928,7/14/2011,19.7,3.44,1.43,18618.2,1.17,636.49,19.7,3.44,1.43,19.49045455,1.742344071,,,0.699300699
4929,7/15/2011,19.58,3.43,1.43,18561.92,0.68,388.06,19.58,3.43,1.43,19.50409091,1.738397969,,,0.699300699
4930,7/18/2011,19.51,3.42,1.44,18507.04,0.9,532.62,19.51,3.42,1.44,19.52136364,1.735021315,,,0.694444444
4931,7/19/2011,19.63,3.45,1.42,18653.87,0.84,449.93,19.63,3.45,1.42,19.55,1.731238177,,,0.704225352
4932,7/20/2011,19.44,3.42,1.44,18502.38,0.98,431.66,19.44,3.42,1.44,19.58863636,1.726548342,,,0.694444444
4933,7/21/2011,19.36,3.4,1.44,18436.19,0.8,384.48,19.36,3.4,1.44,19.62045455,1.721015855,,,0.694444444
4934,7/22/2011,19.64,3.45,1.42,18722.3,1.49,638,19.64,3.45,1.42,19.66636364,1.713762966,,,0.704225352
4935,7/25/2011,19.79,3.49,1.41,18871.29,2.28,697.11,19.79,3.49,1.41,19.71045455,1.707204508,,,0.709219858
4936,7/26/2011,19.32,3.43,1.43,18518.22,1.55,675.83,19.32,3.43,1.43,19.70818182,1.70194059,,,0.699300699
4937,7/27/2011,19.23,3.41,1.44,18432.25,1.42,579.36,19.23,3.41,1.44,19.69272727,1.693178604,,,0.694444444
4938,7/28/2011,18.96,3.37,1.46,18209.52,1.22,517.63,18.96,3.37,1.46,19.66181818,1.685577113,,,0.684931507
4939,7/29/2011,18.86,3.36,1.46,18197.2,1.61,596.62,18.86,3.36,1.46,19.61818182,1.678722399,,,0.684931507
4940,8/1/2011,18.96,3.38,1.45,18314.33,0.96,402.15,18.96,3.38,1.45,19.57363636,1.669503973,,,0.689655172
4941,8/2/2011,18.75,3.35,1.46,18109.89,1.11,457.95,18.75,3.35,1.46,19.52272727,1.663400635,,,0.684931507
4942,8/3/2011,18.68,3.29,1.48,17940.55,1.34,573.52,18.68,3.29,1.48,19.46590909,1.658055796,,,0.675675676
4943,8/4/2011,18.42,3.24,1.5,17693.18,1.1,467.17,18.42,3.24,1.5,19.40136364,1.653316309,,,0.666666667
4944,8/5/2011,18.03,3.17,1.53,17305.87,2.04,859.93,18.03,3.17,1.53,19.32090909,1.652675648,,,0.653594771
4945,8/8/2011,18.7,3.43,1.48,16990.18,2,948.31,18.7,3.43,1.48,19.25409091,1.641223284,,,0.675675676
4946,8/9/2011,18.51,3.4,1.5,16857.91,2.37,1149.55,18.51,3.4,1.5,19.18818182,1.632990989,,,0.666666667
4947,8/10/2011,18.75,3.45,1.48,17130.51,1.56,738.68,18.75,3.45,1.48,19.13954545,1.627170101,,,0.675675676
4948,8/11/2011,18.68,3.43,1.48,17059.4,0.95,498.17,18.68,3.43,1.48,19.10136364,1.620693423,,,0.675675676
4949,8/12/2011,18.38,3.39,1.5,16839.63,1.33,739.38,18.38,3.39,1.5,19.04,1.618299728,,,0.666666667
4950,8/16/2011,18.3,3.38,1.51,16730.94,1.27,578.05,18.3,3.38,1.51,18.97636364,1.617241727,,,0.662251656
4951,8/17/2011,18.6,3.41,1.5,16840.8,1.49,665.88,18.6,3.41,1.5,18.93181818,1.609214869,,,0.666666667
4952,8/18/2011,18.22,3.34,1.53,16469.79,1.47,682.87,18.22,3.34,1.53,18.87318182,1.605105188,,,0.653594771
4953,8/19/2011,17.94,3.28,1.55,16141.67,1.64,810.12,17.94,3.28,1.55,18.79636364,1.601531413,,,0.64516129
4954,8/22/2011,18.19,3.33,1.53,16341.7,1.17,571.15,18.19,3.33,1.53,18.73954545,1.596690296,,,0.653594771
4955,8/23/2011,18.32,3.35,1.52,16498.47,1.14,594.99,18.32,3.35,1.52,18.69227273,1.59322357,,,0.657894737
4956,8/24/2011,18.05,3.3,1.54,16284.98,1.37,682.24,18.05,3.3,1.54,18.62,1.59205336,,,0.649350649
4957,8/25/2011,17.96,3.29,1.55,16146.33,1.22,650.55,17.96,3.29,1.55,18.53681818,1.592170541,,,0.64516129
4958,8/26/2011,17.59,3.22,1.58,15848.83,1.41,724.06,17.59,3.22,1.58,18.45818182,1.594537375,,,0.632911392
4959,8/29/2011,18.14,3.32,1.53,16416.33,1.11,549.71,18.14,3.32,1.53,18.40863636,1.592092674,,,0.653594771
4960,8/30/2011,18.36,3.36,1.52,16676.75,1.52,720.39,18.36,3.36,1.52,18.38136364,1.586772898,,,0.657894737
4961,9/2/2011,18.53,3.39,1.5,16821.46,1.27,613.61,18.53,3.39,1.5,18.36636364,1.57523242,,,0.666666667
4962,9/5/2011,18.38,3.36,1.51,16713.33,1.22,582.24,18.38,3.36,1.51,18.34,1.56100951,,,0.662251656
4963,9/6/2011,18.49,3.38,1.51,16862.81,1.46,700.02,18.49,3.38,1.51,18.32818182,1.547624685,,,0.662251656
4964,9/7/2011,18.75,3.43,1.48,17065,1.73,680.81,18.75,3.43,1.48,18.33136364,1.531498729,,,0.675675676
4965,9/8/2011,18.8,3.44,1.48,17165.54,1.22,657.74,18.8,3.44,1.48,18.34863636,1.514858557,,,0.675675676
